img1,img2,label
manuscript_images/page_20.jpg,manuscript_images/page_22.jpg,1
manuscript_images/page_20.jpg,manuscript_images/page_60.jpg,0
manuscript_images/page_21.jpg,manuscript_images/page_23.jpg,1
manuscript_images/page_21.jpg,manuscript_images/page_57.jpg,0
manuscript_images/page_22.jpg,manuscript_images/page_24.jpg,1
manuscript_images/page_22.jpg,manuscript_images/page_34.jpg,0
manuscript_images/page_23.jpg,manuscript_images/page_25.jpg,1
manuscript_images/page_23.jpg,manuscript_images/page_51.jpg,0
manuscript_images/page_24.jpg,manuscript_images/page_26.jpg,1
manuscript_images/page_24.jpg,manuscript_images/page_60.jpg,0
manuscript_images/page_25.jpg,manuscript_images/page_27.jpg,1
manuscript_images/page_25.jpg,manuscript_images/page_37.jpg,0
manuscript_images/page_26.jpg,manuscript_images/page_28.jpg,1
manuscript_images/page_26.jpg,manuscript_images/page_34.jpg,0
manuscript_images/page_27.jpg,manuscript_images/page_29.jpg,1
manuscript_images/page_27.jpg,manuscript_images/page_31.jpg,0
manuscript_images/page_28.jpg,manuscript_images/page_30.jpg,1
manuscript_images/page_28.jpg,manuscript_images/page_56.jpg,0
manuscript_images/page_29.jpg,manuscript_images/page_31.jpg,1
manuscript_images/page_29.jpg,manuscript_images/page_45.jpg,0
manuscript_images/page_30.jpg,manuscript_images/page_32.jpg,1
manuscript_images/page_30.jpg,manuscript_images/page_58.jpg,0
manuscript_images/page_31.jpg,manuscript_images/page_33.jpg,1
manuscript_images/page_31.jpg,manuscript_images/page_59.jpg,0
manuscript_images/page_32.jpg,manuscript_images/page_34.jpg,1
manuscript_images/page_32.jpg,manuscript_images/page_40.jpg,0
manuscript_images/page_33.jpg,manuscript_images/page_35.jpg,1
manuscript_images/page_33.jpg,manuscript_images/page_53.jpg,0
manuscript_images/page_34.jpg,manuscript_images/page_36.jpg,1
manuscript_images/page_34.jpg,manuscript_images/page_54.jpg,0
manuscript_images/page_35.jpg,manuscript_images/page_37.jpg,1
manuscript_images/page_35.jpg,manuscript_images/page_51.jpg,0
manuscript_images/page_36.jpg,manuscript_images/page_38.jpg,1
manuscript_images/page_36.jpg,manuscript_images/page_46.jpg,0
manuscript_images/page_37.jpg,manuscript_images/page_39.jpg,1
manuscript_images/page_37.jpg,manuscript_images/page_43.jpg,0
manuscript_images/page_38.jpg,manuscript_images/page_40.jpg,1
manuscript_images/page_38.jpg,manuscript_images/page_46.jpg,0
manuscript_images/page_39.jpg,manuscript_images/page_41.jpg,1
manuscript_images/page_39.jpg,manuscript_images/page_53.jpg,0
manuscript_images/page_40.jpg,manuscript_images/page_42.jpg,1
manuscript_images/page_40.jpg,manuscript_images/page_56.jpg,0
manuscript_images/page_41.jpg,manuscript_images/page_43.jpg,1
manuscript_images/page_41.jpg,manuscript_images/page_53.jpg,0
manuscript_images/page_42.jpg,manuscript_images/page_44.jpg,1
manuscript_images/page_42.jpg,manuscript_images/page_60.jpg,0
manuscript_images/page_43.jpg,manuscript_images/page_45.jpg,1
manuscript_images/page_43.jpg,manuscript_images/page_57.jpg,0
manuscript_images/page_44.jpg,manuscript_images/page_46.jpg,1
manuscript_images/page_44.jpg,manuscript_images/page_48.jpg,0
manuscript_images/page_45.jpg,manuscript_images/page_47.jpg,1
manuscript_images/page_45.jpg,manuscript_images/page_53.jpg,0
manuscript_images/page_46.jpg,manuscript_images/page_48.jpg,1
manuscript_images/page_46.jpg,manuscript_images/page_54.jpg,0
manuscript_images/page_47.jpg,manuscript_images/page_49.jpg,1
manuscript_images/page_47.jpg,manuscript_images/page_55.jpg,0
manuscript_images/page_48.jpg,manuscript_images/page_50.jpg,1
manuscript_images/page_48.jpg,manuscript_images/page_60.jpg,0
manuscript_images/page_49.jpg,manuscript_images/page_51.jpg,1
manuscript_images/page_49.jpg,manuscript_images/page_55.jpg,0
manuscript_images/page_50.jpg,manuscript_images/page_52.jpg,1
manuscript_images/page_50.jpg,manuscript_images/page_54.jpg,0
manuscript_images/page_51.jpg,manuscript_images/page_53.jpg,1
manuscript_images/page_51.jpg,manuscript_images/page_57.jpg,0
manuscript_images/page_52.jpg,manuscript_images/page_54.jpg,1
manuscript_images/page_52.jpg,manuscript_images/page_58.jpg,0
manuscript_images/page_53.jpg,manuscript_images/page_55.jpg,1
manuscript_images/page_53.jpg,manuscript_images/page_57.jpg,0
manuscript_images/page_54.jpg,manuscript_images/page_56.jpg,1
manuscript_images/page_54.jpg,manuscript_images/page_58.jpg,0
manuscript_images/page_55.jpg,manuscript_images/page_57.jpg,1
manuscript_images/page_55.jpg,manuscript_images/page_59.jpg,0
manuscript_images/page_56.jpg,manuscript_images/page_58.jpg,1
manuscript_images/page_56.jpg,manuscript_images/page_60.jpg,0
